customer_id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01052,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,108.95,6319.1,No
CUST01053,Male,1,Yes,No,46,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer,95.18,4378.28,No
CUST01054,Male,1,No,Yes,29,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,20.46,593.34,No
CUST01055,Male,0,Yes,Yes,35,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,60.78,2127.3,Yes
CUST01056,Female,0,No,Yes,15,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,61.07,916.05,No
CUST01057,Male,0,No,No,60,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer,109.44,6566.4,No
CUST01058,Female,0,No,Yes,42,Yes,No,No,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,26.57,1115.94,No
CUST01059,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,73.12,3144.16,No
CUST01060,Male,0,No,No,49,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,33.61,1646.89,No
CUST01061,Male,0,Yes,No,64,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,86.23,5518.72,No
CUST01062,Male,1,No,No,32,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,99.23,3175.36,No
CUST01063,Male,0,Yes,No,64,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,84.2,5388.8,No
CUST01064,Female,0,No,Yes,2,No,Yes,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer,99.46,198.92,Yes
CUST01065,Male,0,No,No,24,Yes,No phone service,No,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,80.75,1938.0,Yes
CUST01066,Male,0,No,No,66,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,38.98,2572.68,No
CUST01067,Male,0,Yes,Yes,38,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,58.27,2214.26,No
CUST01068,Male,0,No,Yes,31,Yes,No,No,No internet service,Yes,No,Yes,No,No,Two year,No,Electronic check,115.69,,No
CUST01069,Male,0,No,Yes,26,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,48.82,1269.32,No
CUST01070,Male,0,No,No,29,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,One year,No,Electronic check,26.29,762.41,No
CUST01071,Female,0,No,Yes,67,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,58.48,,No
CUST01072,Female,0,Yes,No,25,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,56.63,1415.75,No
CUST01073,Male,1,No,No,48,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer,67.03,3217.44,No
CUST01074,Male,1,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,76.03,4941.95,No
CUST01075,Male,1,No,Yes,53,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,119.24,6319.72,Yes
CUST01076,Female,0,Yes,No,67,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,95.62,6406.54,No
CUST01077,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card,23.59,424.62,No
CUST01078,Female,1,No,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,91.27,821.43,No
CUST01079,Male,0,No,Yes,38,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,102.42,3891.96,No
CUST01080,Male,0,Yes,No,21,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card,109.56,2300.76,No
CUST01081,Male,0,No,No,65,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card,62.4,4056.0,Yes
CUST01082,Male,0,No,No,21,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,51.36,1078.56,No
CUST01083,Female,1,No,Yes,27,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,103.93,2806.11,No
CUST01084,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,97.76,6843.2,No
CUST01085,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,73.6,3238.4,Yes
CUST01086,Male,0,No,No,28,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,31.79,890.12,No
CUST01087,Female,0,No,No,45,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,85.18,3833.1,No
CUST01088,Female,1,Yes,No,17,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card,26.57,451.69,No
CUST01089,Female,0,No,Yes,40,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,30.04,1201.6,No
CUST01090,Female,0,Yes,Yes,3,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Bank transfer,53.11,159.33,No
CUST01091,Male,1,No,Yes,66,Yes,No,No,No,No internet service,No internet service,No,No,Yes,Two year,No,Bank transfer,57.12,3769.92,No
CUST01092,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,One year,No,Credit card,66.2,3045.2,Yes
CUST01093,Male,0,No,No,30,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,53.91,1617.3,No
CUST01094,Female,0,No,Yes,69,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card,23.38,1613.22,Yes
CUST01095,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,35.74,321.66,Yes
CUST01096,Female,0,Yes,Yes,11,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,31.51,346.61,Yes
CUST01097,Female,0,Yes,Yes,69,No,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card,63.12,4355.28,No
CUST01098,Female,0,No,Yes,66,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Bank transfer,41.21,2719.86,No
CUST01099,Male,0,No,No,31,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,49.35,1529.85,No
CUST01100,Male,1,No,No,33,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,67.16,2216.28,No
CUST01101,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card,43.56,1698.84,No
CUST01102,Female,0,Yes,No,46,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Mailed check,44.59,2051.14,No
CUST01103,Male,0,No,Yes,37,Yes,No,No,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,103.31,,Yes
CUST01104,Female,0,No,Yes,60,Yes,Yes,No,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.81,4488.6,Yes
CUST01105,Female,0,No,Yes,31,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,105.68,3276.08,No
CUST01106,Male,1,No,No,11,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,71.45,785.95,Yes
CUST01107,Female,1,No,Yes,2,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,110.93,221.86,No
CUST01108,Female,0,No,Yes,27,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer,45.47,1227.69,No
CUST01109,Male,1,No,Yes,2,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,81.67,163.34,No
CUST01110,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,70.32,1476.72,No
CUST01111,Male,0,No,Yes,58,Yes,No,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,111.87,6488.46,No
CUST01112,Female,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,No,Credit card,61.85,309.25,Yes
CUST01113,Male,1,No,Yes,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Credit card,105.48,5484.96,No
CUST01114,Male,0,No,No,45,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer,76.39,3437.55,Yes
CUST01115,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,90.85,1817.0,No
CUST01116,Male,0,Yes,Yes,61,No,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer,108.69,6630.09,No
CUST01117,Male,0,Yes,No,38,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,119.69,4548.22,No
CUST01118,Male,0,Yes,No,20,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Credit card,93.11,1862.2,No
CUST01119,Female,1,Yes,Yes,25,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,51.45,1286.25,No
CUST01120,Female,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Mailed check,49.9,99.8,Yes
CUST01121,Male,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.91,1629.12,No
CUST01122,Male,1,Yes,Yes,26,Yes,No phone service,No,No internet service,No,No internet service,Yes,No,No,One year,No,Credit card,29.79,774.54,No
CUST01123,Male,0,Yes,Yes,70,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,25.36,1775.2,No
CUST01124,Female,1,No,No,41,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,78.08,3201.28,No
CUST01125,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,101.06,6771.02,No
CUST01126,Female,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,23.61,23.61,No
CUST01127,Female,0,No,Yes,51,Yes,No,No,Yes,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,76.66,3909.66,No
CUST01128,Female,1,Yes,No,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,57.18,285.9,No
CUST01129,Female,0,No,No,13,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.25,1420.25,No
CUST01130,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,34.54,656.26,No
CUST01131,Female,0,Yes,No,12,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card,76.34,916.08,Yes
CUST01132,Female,0,No,Yes,48,Yes,Yes,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,117.09,5620.32,Yes
CUST01133,Male,0,No,Yes,25,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card,54.5,1362.5,No
CUST01134,Male,0,Yes,Yes,57,No,No,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,94.18,5368.26,No
CUST01135,Male,1,No,Yes,35,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,108.25,,No
CUST01136,Male,0,No,Yes,5,Yes,No,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,38.62,193.1,Yes
CUST01137,Female,0,Yes,No,22,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,119.25,2623.5,No
CUST01138,Female,0,Yes,Yes,57,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.94,5753.58,No
CUST01139,Male,1,No,No,47,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer,33.76,1586.72,No
CUST01140,Female,1,Yes,No,54,No,No phone service,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card,51.09,2758.86,Yes
CUST01141,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,,No,Yes,No,Yes,No internet service,One year,No,Electronic check,82.5,247.5,No
CUST01142,Female,0,Yes,No,53,No,No phone service,Fiber optic,,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,108.49,5749.97,Yes
CUST01143,Male,0,Yes,Yes,31,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card,39.48,1223.88,Yes
CUST01144,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer,93.12,6425.28,No
CUST01145,Female,1,Yes,No,33,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,47.06,1552.98,Yes
CUST01146,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,Yes,Bank transfer,100.54,5027.0,No
CUST01147,Female,0,No,Yes,16,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,One year,Yes,Electronic check,88.34,1413.44,No
CUST01148,Male,0,Yes,No,39,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,72.29,2819.31,No
CUST01149,Male,1,No,Yes,46,Yes,No,No,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,84.99,3909.54,No
CUST01150,Male,0,No,No,47,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,107.64,5059.08,No
CUST01151,Male,0,No,No,44,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,58.64,2580.16,No
CUST01152,Female,0,Yes,No,9,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,96.93,872.37,Yes
CUST01153,Female,1,Yes,No,50,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,35.89,1794.5,Yes
CUST01154,Female,0,No,Yes,60,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Credit card,90.12,5407.2,No
CUST01155,Male,0,Yes,Yes,15,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,95.07,1426.05,No
CUST01156,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,64.3,2314.8,Yes
CUST01157,Male,0,Yes,No,63,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,99.36,6259.68,No
CUST01158,Female,0,Yes,Yes,69,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.71,5223.99,No
CUST01159,Female,0,No,Yes,41,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card,113.63,4658.83,Yes
CUST01160,Female,0,No,Yes,24,Yes,No,No,,No internet service,No,No internet service,Yes,No,One year,No,Credit card,31.25,750.0,Yes
CUST01161,Male,0,No,Yes,49,Yes,No,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.08,1620.92,No
CUST01162,Female,0,Yes,No,18,No,No,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,104.24,1876.32,No
CUST01163,Female,1,No,No,7,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,104.24,729.68,Yes
CUST01164,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,67.12,268.48,No
CUST01165,Female,1,Yes,Yes,69,No,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,116.4,8031.6,No
CUST01166,Male,0,Yes,Yes,60,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,87.94,5276.4,No
CUST01167,Female,0,No,Yes,55,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,118.29,6505.95,Yes
CUST01168,Male,0,No,Yes,16,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer,73.24,1171.84,No
CUST01169,Male,0,No,Yes,29,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,40.16,1164.64,Yes
CUST01170,Female,0,Yes,No,23,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,64.44,1482.12,Yes
CUST01171,Male,0,Yes,No,14,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,118.05,1652.7,No
CUST01172,Male,0,No,No,49,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer,57.04,,No
CUST01173,Male,1,Yes,Yes,33,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,115.7,3818.1,No
CUST01174,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,99.7,2492.5,No
CUST01175,Male,1,No,Yes,21,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Mailed check,64.21,1348.41,No
CUST01176,Male,0,No,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Bank transfer,74.19,1261.23,No
CUST01177,Female,0,No,Yes,23,Yes,No phone service,Fiber optic,,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer,80.74,1857.02,No
CUST01178,Male,0,Yes,Yes,57,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer,86.58,4935.06,No
CUST01179,Male,0,Yes,No,58,Yes,No phone service,No,No internet service,No,No,No,No,No internet service,One year,Yes,Credit card,27.67,1604.86,No
CUST01180,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,No internet service,No,One year,No,Electronic check,113.36,1587.04,No
CUST01181,Female,0,Yes,No,20,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Credit card,79.7,1594.0,No
CUST01182,Female,0,Yes,No,30,Yes,No,No,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer,113.11,3393.3,Yes
CUST01183,Female,0,No,Yes,19,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer,83.19,1580.61,No
CUST01184,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,63.1,3344.3,No
CUST01185,Female,1,Yes,Yes,56,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,76.69,4294.64,Yes
CUST01186,Female,1,Yes,No,23,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,102.95,2367.85,No
CUST01187,Male,0,No,Yes,62,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,52.61,3261.82,No
CUST01188,Male,0,No,No,33,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,115.65,3816.45,No
CUST01189,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,66.6,1198.8,Yes
CUST01190,Male,0,Yes,No,33,No,No,No,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card,115.62,3815.46,No
CUST01191,Male,1,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,108.08,3458.56,No
CUST01192,Male,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,96.77,5902.97,No
CUST01193,Female,0,No,Yes,54,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,66.74,3603.96,No
CUST01194,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,78.69,1337.73,No
CUST01195,Male,0,No,No,19,No,No,Fiber optic,No,Yes,No internet service,No,No,No,Two year,Yes,Credit card,103.8,1972.2,Yes
CUST01196,Female,0,Yes,Yes,70,Yes,No,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,74.41,5208.7,No
CUST01197,Male,1,Yes,No,34,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,93.82,3189.88,No
CUST01198,Male,0,No,Yes,25,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.07,2476.75,No
CUST01199,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Electronic check,71.31,4849.08,No
CUST01200,Male,1,No,Yes,11,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,73.62,809.82,No
CUST01201,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,39.78,636.48,No
CUST01202,Female,0,No,No,61,Yes,No phone service,No,,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Credit card,44.47,2712.67,Yes
CUST01203,Female,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,110.49,,Yes
CUST01204,Male,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,104.03,1664.48,Yes
CUST01205,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,21.01,,No
CUST01206,Male,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.94,4277.6,No
CUST01207,Female,1,Yes,Yes,12,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card,22.52,270.24,No
CUST01208,Male,0,No,Yes,35,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Credit card,65.83,2304.05,No
CUST01209,Male,1,Yes,No,21,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Credit card,26.74,561.54,Yes
CUST01210,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,116.88,5844.0,Yes
CUST01211,Female,1,No,Yes,43,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,No,Mailed check,117.23,5040.89,No
CUST01212,Female,0,No,Yes,17,Yes,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,81.09,1378.53,No
CUST01213,Female,1,No,No,32,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,59.22,1895.04,No
CUST01214,Female,0,No,Yes,41,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,71.2,2919.2,No
CUST01215,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,96.23,577.38,Yes
CUST01216,Female,1,Yes,No,27,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,42.32,1142.64,No
CUST01217,Female,0,No,No,20,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card,64.17,1283.4,No
CUST01218,Male,1,No,Yes,25,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card,93.73,2343.25,Yes
CUST01219,Male,0,Yes,No,66,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,59.54,3929.64,No
CUST01220,Male,0,No,Yes,9,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,23.2,208.8,Yes
CUST01221,Female,0,No,Yes,53,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,70.74,3749.22,No
CUST01222,Male,0,Yes,Yes,61,Yes,No,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,93.74,5718.14,No
CUST01223,Male,0,No,No,38,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,117.68,4471.84,Yes
CUST01224,Male,0,No,Yes,3,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.7,71.1,No
CUST01225,Female,0,No,No,70,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,73.99,5179.3,Yes
CUST01226,Male,0,Yes,No,55,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card,64.99,3574.45,No
CUST01227,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,44.24,44.24,Yes
